id_cdb,nome_cdb,id_fdb,nome_fdb,grupo,subgrupo,aliases
167,Banana,208,Banana,Fruits,Tropical fruits,banana
171,Cherimoya,331,Cherimoya,Fruits,Tropical fruits,cherimoya; custard apple
172,Coconut,341,Coconut,Fruits,Tropical fruits,coconut
178,Durian,360,Durian,Fruits,Tropical fruits,durian
179,Elderberry,363,Elderberry,Fruits,Berries,elder=berry
180,Feijoa,558,Feijoa,Fruits,Tropical fruits,feijoa
181,Fig,81,Fig,Fruits,Other fruits,fig
182,Grape,374,Grape,Fruits,Berries,grape; merlot
183,Guava,150,Guava,Fruits,Tropical fruits,guava
185,Jackfruit,389,Jackfruit,Fruits,Tropical fruits,jackfruit
188,Loquat,76,Loquat,Fruits,Tropical fruits,loquat
190,Mango,106,Mango,Fruits,Tropical fruits,mango; amchoor; amchur
193,Naranjilla,814,Naranjilla,Fruits,Tropical fruits,naranjilla
196,Papaya,41,Papaya,Fruits,Tropical fruits,papaya
201,Peach,149,Peach,Fruits,Drupes,peach; nectarine
202,Pear,152,Pear,Fruits,Pomes,pear
204,Prickly Pear,449,Prickly pear,Fruits,Tropical fruits,pear-prickly
206,Pineapple,12,Pineapple,Fruits,Tropical fruits,pineapple; ananas
210,Quince,69,Quince,Fruits,Pomes,quince
214,Sapodilla,468,Sapodilla,Fruits,Tropical fruits,sapodilla
215,Soursop,488,Soursop,Fruits,Tropical fruits,soursop
218,Tamarind,180,Tamarind,Fruits,Tropical fruits,tamarind
221,Bilberry,193,Bilberry,Fruits,Berries,bilberry
222,Blackberry,938,Blackberry,Fruits,Berries,blackberry
226,Sour Cherry,146,Sour cherry,Fruits,Drupes,cherry-morello; cherry-sour
227,Sweet Cherry,145,Sweet cherry,Fruits,Drupes,cherry-sweet; cherry-wild
228,Cloudberry,161,Cloudberry,Fruits,Berries,cloudberry
230,Gooseberry,157,Gooseberry,Fruits,Berries,gooseberry
231,Lingonberry,194,Lingonberry,Fruits,Berries,lingonberry
232,Loganberry,405,Loganberry,Fruits,Berries,loganberry
234,Strawberry,83,Strawberry,Fruits,Berries,strawberry
238,Grapefruit,256,Grapefruit,Fruits,Citrus,grapefruit
239,Kumquat,398,Kumquat,Fruits,Tropical fruits,kumquat
240,Lemon,54,Lemon,Fruits,Citrus,lemon
241,Lime,53,Lime,Fruits,Citrus,lime
245,Vanilla,195,Vanilla,Herbs and Spices,Spices,vanilla
246,Mushroom,883,Mushrooms,Vegetables,Mushrooms,mushroom; porcini
248,Angelica,1,Angelica,Herbs and Spices,Herbs,angelica
253,Chervil,332,Chervil,Herbs and Spices,Spices,chervil
254,Coriander,61,Coriander,Herbs and Spices,Herbs,coriander; cilantro
255,Cornmint,111,Cornmint,Herbs and Spices,Herbs,cornmint
256,Dill,13,Dill,Herbs and Spices,Herbs,dill
257,Fennel,82,Fennel,Herbs and Spices,Herbs,fennel
258,Fenugreek,186,Fenugreek,Herbs and Spices,Herbs,fenugreek; methi
259,Garlic,8,Garlic,Herbs and Spices,Herbs,garlic
260,Lemon Balm,108,Lemon balm,Herbs and Spices,Herbs,lemon=balm
264,Rosemary,159,Rosemary,Herbs and Spices,Herbs,rosemary
266,Spearmint,112,Spearmint,Herbs and Spices,Herbs,spearmint-oil
268,Tarragon,19,Tarragon,Herbs and Spices,Herbs,tarragon
272,Chicken,334,Chicken,Animal foods,Poultry,chicken
280,Turkey,505,Turkey,Animal foods,Poultry,turkey
281,Almond,148,Almond,Nuts,Nuts,almond
282,Brazil Nut,24,Brazil nut,Nuts,Nuts,brazil=nut
285,Lima Beans,133,Lima bean,Pulses,Beans,bean-lima; bean-sieve; butter-bean
287,Peanut,16,Peanut,Nuts,Nuts,peanut
290,Soybean Oil,946,Soybean oil,Herbs and Spices,Oilseed crops,soy=bean-oil; soya=bean-oil
293,Hazelnut,381,Hazelnut,Nuts,Nuts,hazel=nut
294,Macadamia Nut,536,Macadamia nut,Nuts,Nuts,macadamia=nut; bush=nut; hawaii=nut
297,Walnut,622,Walnut,Nuts,Nuts,walnut
299,Sesame,170,Sesame,Herbs and Spices,Oilseed crops,sesame
300,Allium,5,Allium,Vegetables,Onion-family vegetables,allium
303,Chicory,49,Chicory,Vegetables,Root vegetables,chicory
307,Olive,121,Olive,Vegetables,Fruit vegetables,olive
310,Tea,38,Tea,Teas,Teas,tea
313,Watercress,158,Watercress,Herbs and Spices,Herbs,watercress
315,Honey,643,Honey,Confectioneries,Other confectioneries,honey
319,Peanut Oil,974,Peanut oil,Herbs and Spices,Oilseed crops,peanut-oil
320,Rye,169,Rye,Cereals and cereal products,Cereals,rye
322,Vinegar,645,Vinegar,Baking goods,Seasonings,vinegar
323,Anise,137,Anise,Herbs and Spices,Herbs,anise; saunf
325,Star Anise,90,Star anise,Herbs and Spices,Spices,anise-star
326,Caraway,43,Caraway,Herbs and Spices,Spices,caraway
327,Cardamom,74,Cardamom,Herbs and Spices,Spices,cardamom; cardamon
330,Cinnamon,586,Cinnamon,Herbs and Spices,Spices,cinnamon
332,Cumin,67,Cumin,Herbs and Spices,Spices,cumin; jeera
333,Ginger,206,Ginger,Herbs and Spices,Spices,ginger
336,Nutmeg,118,Nutmeg,Herbs and Spices,Spices,nutmeg
338,Parsley,131,Parsley,Herbs and Spices,Herbs,parsley
339,Pepper,40,Pepper,Vegetables,Fruit vegetables,pepper; kaali=mirch
340,Saffron,63,Saffron,Herbs and Spices,Spices,saffron
341,Turmeric,68,Turmeric,Herbs and Spices,Spices,turmeric; tumeric
342,Green Beans,915,Green bean,Pulses,Beans,bean-green; bean-field; bean-flageolet; bean-french; bean-garden; bean-haricot; bean-string; bean-snap
344,Endive,48,Endive,Vegetables,Leaf vegetables,endive
345,Leek,7,Leek,Vegetables,Onion-family vegetables,leek
346,Lettuce,95,Lettuce,Vegetables,Leaf vegetables,lettuce
347,Okra,427,Okra,Vegetables,Other vegetables,okra; bhindi; lady=finger
349,Shallot,243,Shallot,Vegetables,Onion-family vegetables,shallot
350,Peppermint,113,Peppermint,Herbs and Spices,Herbs,peppermint
351,Broccoli,34,Broccoli,Vegetables,Cabbages,broccoli; broccolini
353,Cabbage,881,Cabbage,Vegetables,Cabbages,cabbage
354,Cauliflower,31,Cauliflower,Vegetables,Cabbages,cauliflower
355,Horseradish,18,Horseradish,Herbs and Spices,Spices,horseradish
356,Mustard,673,Mustard,Baking goods,Condiments,mustard
357,Radish,153,Radish,Vegetables,Root vegetables,radish; daikon; mooli
358,Turnip,36,Turnip,Herbs and Spices,Herbs,turnip
359,Kohlrabi,33,Kohlrabi,Vegetables,Root vegetables,kohlrabi
361,Wasabi,509,Wasabi,Herbs and Spices,Spices,wasabi
365,Chayote,330,Chayote,Gourds,Gourds,chayote
366,Cucumber,65,Cucumber,Gourds,Gourds,cucumber
368,Carrot,245,Carrot,Vegetables,Root vegetables,carrot
369,Parsnip,129,Parsnip,Vegetables,Root vegetables,parsnip
370,Sweet Potato,92,Sweet potato,Vegetables,Tubers,potato-sweet
371,Asparagus,21,Asparagus,Vegetables,Shoot vegetables,asparagus
372,Cassava,328,Cassava,Vegetables,Tubers,cassava
373,Potato,175,Potato,Vegetables,Tubers,potato
375,Allspice,288,Allspice,Herbs and Spices,Spices,allspice; pimenta; myrtle=pepper
380,Canola Oil,954,Canola oil,Herbs and Spices,Oilseed crops,canola-oil
387,Eggplant,174,Eggplant,Vegetables,Fruit vegetables,eggplant; aubergine; brinjal
388,Flaxseed,101,Flaxseed,Herbs and Spices,Oilseed crops,flax=seed
391,Lotus,406,Lotus,Herbs and Spices,Other seeds,lotus
394,Pomegranate,151,Pomegranate,Fruits,Tropical fruits,pomegranate; anaardana
396,Spinach,178,Spinach,Vegetables,Leaf vegetables,spinach; palak
403,Pigeon Pea,37,Pigeon pea,Pulses,Peas,pea-pigeon; arhar; pea-no=eye; dal-toor; red=gram
408,Silver linden,3,Silver linden,Herbs and Spices,Herbs,linden-silver
410,Lemon verbena,10,Lemon verbena,Herbs and Spices,Herbs,verbena-lemon
411,Cashew nut,11,Cashew nut,Nuts,Nuts,cashew; cashew=nut
412,Burdock,17,Burdock,Vegetables,Root vegetables,burdock
413,Borage,26,Borage,Herbs and Spices,Oilseed crops,borage
414,Capers,39,Capers,Herbs and Spices,Spices,caper
415,Safflower,42,Safflower,Herbs and Spices,Oilseed crops,saf=flower
416,Chestnut,45,Chestnut,Nuts,Nuts,chestnut
417,Chickpea,47,Chickpea,Pulses,Peas,pea-chick; besan; chickpea; kabuli chana; kala chana; garbanzo
418,Pummelo,55,Pummelo,Fruits,Citrus,pummelo
419,Arabica coffee,59,Arabica coffee,Coffee and coffee products,Coffee,coffee-arabica
421,Japanese persimmon,73,Japanese persimmon,Fruits,Tropical fruits,persimmon-japanese
422,Black crowberry,75,Black crowberry,Fruits,Berries,crowberry-black
423,Rocket salad,244,Rocket salad,Vegetables,Leaf vegetables,salad-rocket
424,Tartary buckwheat,80,Tartary buckwheat,Cereals and cereal products,Cereals,buckwheat-tartary
425,Black huckleberry,84,Black huckleberry,Fruits,Berries,huckleberry-black
426,Sunflower,86,Sunflower,Herbs and Spices,Oilseed crops,sunflower
427,Swamp cabbage,91,Swamp cabbage,Vegetables,Leaf vegetables,cabbage-swamp
428,Grass pea,96,Grass pea,Pulses,Peas,pea-grass
429,Lentils,98,Lentils,Pulses,Lentils,lentil
430,Garden cress,99,Garden cress,Vegetables,Leaf vegetables,cress
431,Mexican oregano,102,Mexican oregano,Herbs and Spices,Herbs,oregano-mexican
432,Lupine,104,Lupine,Pulses,Other pulses,lupine
433,Medlar,114,Medlar,Fruits,Pomes,medlar
434,Mulberry,116,Mulberry,Fruits,Berries,mulberry
435,Black mulberry,117,Black mulberry,Fruits,Berries,mulberry-black
436,Evening primrose,120,Evening primrose,Herbs and Spices,Oilseed crops,primrose
437,Millet,126,Millet,Cereals and cereal products,Cereals,millet
438,Scarlet bean,132,Scarlet bean,Pulses,Beans,bean-scarlet
439,Pistachio,140,Pistachio,Nuts,Nuts,pistachio
440,Purslane,142,Purslane,Herbs and Spices,Herbs,purslane
441,Red raspberry,162,Red raspberry,Fruits,Berries,raspberry-red
442,Black raspberry,163,Black raspberry,Fruits,Berries,raspberry-black
443,Sorrel,164,Sorrel,Herbs and Spices,Herbs,sorrel
444,Summer savory,167,Summer savory,Herbs and Spices,Herbs,savory-summer
445,Winter savory,168,Winter savory,Herbs and Spices,Herbs,savory-winter
446,Cherry tomato,172,Cherry tomato,Vegetables,Fruit vegetables,cherry=tomato
447,Rowanberry,176,Rowanberry,Fruits,Berries,rowan=berry
448,Sorghum,177,Sorghum,Cereals and cereal products,Cereals,sorghum
449,Dandelion,181,Dandelion,Herbs and Spices,Herbs,dandelion
450,Linden,184,Linden,Herbs and Spices,Herbs,linden
451,Small leaf linden,185,Small-leaf linden,Herbs and Spices,Herbs,linden-leaf
452,Wheat,575,Wheat,Cereals and cereal products,Cereals,wheat
453,Sparkleberry,190,Sparkleberry,Fruits,Berries,sparkleberry
454,Common verbena,196,Common verbena,Herbs and Spices,Herbs,vverbena; vervain
455,Adzuki bean,198,Adzuki bean,Pulses,Beans,bean-adzuki
456,Gram bean,199,Gram bean,Pulses,Beans,bean-gram
457,Mung bean,200,Mung bean,Pulses,Beans,bean-mung; bean-moong
458,Climbing bean,201,Climbing bean,Pulses,Beans,bean-climbing
459,Muscadine grape,203,Muscadine grape,Fruits,Berries,grape-muscadine
460,Bayberry,209,Bayberry,Fruits,Berries,bayberry
461,Elliott's blueberry,210,Elliott's blueberry,Fruits,Berries,blueberry-elliot
462,Canada blueberry,211,Canada blueberry,Fruits,Berries,blueberry-canada
463,Buffalo currant,213,Buffalo currant,Fruits,Berries,currant-buffalo
464,Deerberry,218,Deerberry,Fruits,Berries,deer=berry
465,Ginseng,219,Ginseng,Herbs and Spices,Spices,ginseng
466,Longan,224,Longan,Fruits,Tropical fruits,longan
469,Rambutan,234,Rambutan,Fruits,Tropical fruits,rambutan
470,Red rice,235,Red rice,Cereals and cereal products,Cereals,rice-red
472,Welsh onion,241,Welsh onion,Herbs and Spices,Herbs,onion-welsh; onion-spring; scallion
473,Hard wheat,242,Hard wheat,Cereals and cereal products,Cereals,wheat-hard; spaghetti
474,Triticale,246,Triticale,Cereals and cereal products,Cereals,triticale
475,Komatsuna,251,Komatsuna,Vegetables,Cabbages,komatsuna
476,Pak choy,252,Pak choy,Vegetables,Cabbages,pak=choy; pak=choi
477,Jostaberry,257,Jostaberry,Fruits,Berries,jostaberry
478,Kai lan,258,Kai-lan,Vegetables,Cabbages,kai=lan
480,Pineappple sage,266,Pineappple sage,Herbs and Spices,Herbs,pineappple-sage
481,Skunk currant,267,Skunk currant,Fruits,Berries,currant-skunk
482,Breakfast cereal,270,Breakfast cereal,Cereals and cereal products,Cereal products,cereal
484,Pasta,274,Pasta,Cereals and cereal products,Cereal products,pasta
485,Biscuit,275,Biscuit,Cereals and cereal products,Cereal products,biscuit
486,Sourdough,276,Sourdough,Cereals and cereal products,Doughs,sourdough
487,Spirit,277,Spirit,Beverages,Distilled beverages,spirit
489,Abalone,280,Abalone,Aquatic foods,Mollusks,abalone
490,Abiyuch,281,Abiyuch,Fruits,Tropical fruits,abiyuch
491,Acerola,282,Acerola,Fruits,Tropical fruits,acerola
492,Acorn,283,Acorn,Nuts,Nuts,acorn
493,Winter squash,284,Winter squash,Gourds,Gourds,squash-winter; squash-yellow
494,Agar,285,Agar,Aquatic foods,Seaweed,agar
495,Red king crab,286,Red king crab,Aquatic foods,Crustaceans,#crab-red=king#
496,Alfalfa,287,Alfalfa,Herbs and Spices,Herbs,alfalfa
497,Amaranth,289,Amaranth,Herbs and Spices,Herbs,amaranth
498,Arrowhead,290,Arrowhead,Vegetables,Tubers,arrowhead
499,Arrowroot,291,Arrowroot,Vegetables,Tubers,arrowroot
500,Atlantic herring,293,Atlantic herring,Aquatic foods,Fishes,#herring-atlantic#
501,Atlantic mackerel,294,Atlantic mackerel,Aquatic foods,Fishes,#mackerel-atlantic#
502,Painted comber,295,Painted comber,Aquatic foods,Fishes,comber
503,Atlantic pollock,296,Atlantic pollock,Aquatic foods,Fishes,#pollock-atlantic#
504,Atlantic wolffish,297,Atlantic wolffish,Aquatic foods,Fishes,wolffish
505,Bamboo shoots,298,Bamboo shoots,Vegetables,Shoot vegetables,bamboo-shoot
506,Striped bass,299,Striped bass,Aquatic foods,Fishes,bass
508,Beech nut,301,Beech nut,Nuts,Nuts,nut-beech
509,Beluga whale,302,Beluga whale,Aquatic foods,Cetaceans,#whale-beluga#
510,Bison,303,Bison,Animal foods,Bovines,bison
512,Alaska blackfish,305,Alaska blackfish,Aquatic foods,Fishes,blackfish
513,Northern bluefin tuna,308,Northern bluefin tuna,Aquatic foods,Fishes,#tuna-bluefin#
514,Bluefish,309,Bluefish,Aquatic foods,Fishes,bluefish
515,Wild boar,310,Wild boar,Animal foods,Swine,boar
516,Bowhead whale,311,Bowhead whale,Aquatic foods,Cetaceans,#whale-bowhead#
517,Breadfruit,312,Breadfruit,Fruits,Tropical fruits,breadfruit
519,Rapini,314,Rapini,Vegetables,Cabbages,rapini
521,Buffalo,316,Buffalo,Animal foods,Bovines,#buffalo#
522,Burbot,317,Burbot,Aquatic foods,Fishes,burbot
523,Giant butterbur,318,Giant butterbur,Vegetables,Other vegetables,butterbur
524,American butterfish,319,American butterfish,Aquatic foods,Fishes,butterfish
525,Butternut,320,Butternut,Nuts,Nuts,butternut
526,Butternut squash,321,Butternut squash,Gourds,Gourds,butternut-squash; butternut-pumpkin
527,Cardoon,323,Cardoon,Vegetables,Shoot vegetables,cardoon
529,Natal plum,325,Natal plum,Fruits,Tropical fruits,plum-natal
530,Carob,326,Carob,Vegetables,Other vegetables,carob
531,Common carp,327,Common carp,Aquatic foods,Fishes,carp
532,Channel catfish,329,Channel catfish,Aquatic foods,Fishes,#catfish-channel#
533,Chia,333,Chia,Herbs and Spices,Other seeds,chia
534,Chinese chestnut,336,Chinese chestnut,Nuts,Nuts,chestnut-chinese
535,Garland chrysanthemum,338,Garland chrysanthemum,Vegetables,Leaf vegetables,garland=chrysanthemum
536,Cisco,339,Cisco,Aquatic foods,Fishes,#cisco#
537,Nuttall cockle,340,Nuttall cockle,Aquatic foods,Mollusks,nuttall=cockle
538,Common octopus,344,Common octopus,Aquatic foods,Mollusks,#octopus#
539,Corn salad,345,Corn salad,Vegetables,Leaf vegetables,salad-corn
540,Cottonseed,346,Cottonseed,Herbs and Spices,Oilseed crops,cotton=seed
541,Catjang pea,347,Catjang pea,Pulses,Peas,pea-catjang
542,Squashberry,349,Squashberry,Fruits,Berries,squash=berry
543,Atlantic croaker,350,Atlantic croaker,Aquatic foods,Fishes,#croaker-atlantic#
544,Cusk,351,Cusk,Aquatic foods,Fishes,cusk
545,Cuttlefish,352,Cuttlefish,Aquatic foods,Mollusks,cuttle=fish
546,Mule deer,353,Mule deer,Animal foods,Venison,#mule deer#
547,Devilfish,354,Devilfish,Aquatic foods,Fishes,devil=fish
548,Dock,355,Dock,Herbs and Spices,Herbs,dock
549,Dolphin fish,356,Dolphin fish,Aquatic foods,Fishes,dolphin
550,Freshwater drum,357,Freshwater drum,Aquatic foods,Fishes,drum
552,Freshwater eel,362,Freshwater eel,Aquatic foods,Fishes,eel
553,Elk,364,Elk,Animal foods,Venison,#elk#
554,Emu,365,Emu,Animal foods,Poultry,emu
555,Oregon yampah,366,Oregon yampah,Vegetables,Root vegetables,oregon=yampah
556,European anchovy,367,European anchovy,Aquatic foods,Fishes,#anchovy-european#
557,European chestnut,368,European chestnut,Nuts,Nuts,chestnut-european
558,Turbot,369,Turbot,Aquatic foods,Fishes,turbot
559,Fireweed,370,Fireweed,Herbs and Spices,Herbs,fireweed
560,Florida pompano,371,Florida pompano,Aquatic foods,Fishes,pompano
561,Ginkgo nuts,372,Ginkgo nuts,Herbs and Spices,Other seeds,nut-ginkgo
562,Greylag goose,373,Greylag goose,Animal foods,Poultry,goose
564,Groundcherry,376,Groundcherry,Vegetables,Fruit vegetables,groundcherry
565,Grouper,377,Grouper,Aquatic foods,Fishes,grouper
566,Haddock,379,Haddock,Aquatic foods,Fishes,#haddock#
568,Horse,383,Horse,Animal foods,Equines,horse
569,Hyacinth bean,386,Hyacinth bean,Pulses,Beans,bean-hyacinth
570,Irish moss,387,Irish moss,Aquatic foods,Seaweed,moss-irish
571,Pacific jack mackerel,388,Pacific jack mackerel,Aquatic foods,Fishes,#mackerel-pacific#
572,Japanese chestnut,390,Japanese chestnut,Nuts,Nuts,chestnut-japanese
573,Jerusalem artichoke,392,Jerusalem artichoke,Vegetables,Tubers,artichoke-jerusalen
574,Jujube,393,Jujube,Fruits,Other fruits,jujube
575,Jute,394,Jute,Vegetables,Leaf vegetables,jute
576,Kale,395,Kale,Vegetables,Cabbages,kale
577,King mackerel,397,King mackerel,Aquatic foods,Fishes,#mackerel-king#
578,Lambsquarters,399,Lambsquarters,Vegetables,Leaf vegetables,lambsquarters
579,Leather chiton,400,Leather chiton,Aquatic foods,Mollusks,chiton
580,Common ling,402,Common ling,Aquatic foods,Fishes,ling
581,Lingcod,403,Lingcod,Aquatic foods,Fishes,lingcod
582,White lupine,408,White lupine,Pulses,Other pulses,lupine-white
583,Malabar spinach,409,Malabar spinach,Vegetables,Leaf vegetables,spinach-malabar
584,Mammee apple,410,Mammee apple,Fruits,Tropical fruits,apple-mammee
585,Purple mangosteen,411,Purple mangosteen,Fruits,Tropical fruits,mangosteen
586,Alpine sweetvetch,412,Alpine sweetvetch,Vegetables,Root vegetables,sweetvetch
587,Milkfish,413,Milkfish,Aquatic foods,Fishes,milk=fish
588,Monkfish,414,Monkfish,Aquatic foods,Fishes,monk=fish
590,Moth bean,416,Moth bean,Pulses,Beans,bean-moth
591,Mountain yam,417,Mountain yam,Vegetables,Tubers,yam-mountain
592,Striped mullet,418,Striped mullet,Aquatic foods,Fishes,mullet
594,New Zealand spinach,422,New Zealand spinach,Vegetables,Leaf vegetables,spinach-new=zealand
595,Nopal,423,Nopal,Vegetables,Other vegetables,nopal
596,Ocean pout,424,Ocean pout,Aquatic foods,Fishes,#pout-ocean#
597,North Pacific giant octopus,425,North Pacific giant octopus,Aquatic foods,Mollusks,#octopus-pacific#
598,Ohelo berry,426,Ohelo berry,Fruits,Berries,berry-ohelo
601,Ostrich,430,Ostrich,Animal foods,Poultry,ostrich
602,Spotted seal,431,Spotted seal,Aquatic foods,Pinnipeds,#seal-spotted#
603,Pacific herring,432,Pacific herring,Aquatic foods,Fishes,#herring-pacific#
604,Pacific rockfish,434,Pacific rockfish,Aquatic foods,Fishes,rockfish
606,Common persimmon,437,Common persimmon,Fruits,Tropical fruits,#persimmon-common#
607,Pheasant,438,Pheasant,Animal foods,Poultry,pheasant
608,Northern pike,439,Northern pike,Aquatic foods,Fishes,pike-northern
609,Pili nut,440,Pili nut,Nuts,Nuts,nut-pili
610,Colorado pinyon,441,Colorado pinyon,Nuts,Nuts,pinyon
611,Pitanga,442,Pitanga,Fruits,Tropical fruits,pitanga
612,French plantain,444,French plantain,Fruits,Tropical fruits,plantain-french
613,American pokeweed,445,American pokeweed,Vegetables,Shoot vegetables,pokeweed-american
615,Prairie turnip,448,Prairie turnip,Vegetables,Root vegetables,turnip-prairie
616,Quinoa,450,Quinoa,Herbs and Spices,Other seeds,quinoa
617,European rabbit,451,European rabbit,Animal foods,Lagomorphs,#rabbit-european#
619,Rainbow smelt,453,Rainbow smelt,Aquatic foods,Fishes,#smelt-rainbow#
620,Rainbow trout,454,Rainbow trout,Aquatic foods,Fishes,#trout-rainbow#
621,Malabar plum,455,Malabar plum,Fruits,Tropical fruits,plum-malabar
622,Rose hip,456,Rose hip,Herbs and Spices,Herbs,Rose-hip
623,Roselle,457,Roselle,Herbs and Spices,Herbs,roselle
624,Orange roughy,458,Orange roughy,Aquatic foods,Fishes,orange-roughy
625,Sablefish,459,Sablefish,Aquatic foods,Fishes,sable=fish
626,Pink salmon,460,Pink salmon,Aquatic foods,Fishes,#salmon-pink#
627,Chum salmon,461,Chum salmon,Aquatic foods,Fishes,#salmon-chum#
628,Coho salmon,462,Coho salmon,Aquatic foods,Fishes,#salmon-coho#
629,Sockeye salmon,463,Sockeye salmon,Aquatic foods,Fishes,#salmon-sockeye#
630,Chinook salmon,464,Chinook salmon,Aquatic foods,Fishes,#salmon-chinook#
631,Atlantic salmon,465,Atlantic salmon,Aquatic foods,Fishes,#salmon-atlantic#
632,Salmonberry,466,Salmonberry,Fruits,Berries,salmon=berry
633,Common salsify,467,Common salsify,Vegetables,Root vegetables,salsify
634,Spanish mackerel,470,Spanish mackerel,Aquatic foods,Fishes,#mackerel-spanish#
635,Pacific sardine,471,Pacific sardine,Aquatic foods,Fishes,sardine
636,Scup,473,Scup,Aquatic foods,Fishes,scup
637,Sea cucumber,474,Sea cucumber,Aquatic foods,Other aquatic foods,cucumber-sea
638,Steller sea lion,475,Steller sea lion,Aquatic foods,Pinnipeds,sea=lion
639,Bearded seal,476,Bearded seal,Aquatic foods,Pinnipeds,#seal-bearded#
640,Ringed seal,477,Ringed seal,Aquatic foods,Pinnipeds,#seal-ringed#
641,Sea trout,478,Sea trout,Aquatic foods,Fishes,#trout-sea#
642,Sesbania flower,479,Sesbania flower,Vegetables,Other vegetables,sesbania-flower
643,American shad,480,American shad,Aquatic foods,Fishes,shad
644,Shark,481,Shark,Aquatic foods,Fishes,shark
645,Sheefish,482,Sheefish,Aquatic foods,Fishes,sheefish
646,Sheepshead,484,Sheepshead,Aquatic foods,Fishes,sheepshead
647,Hedge mustard,485,Hedge mustard,Herbs and Spices,Other seeds,mustard-hedge
648,Snapper,487,Snapper,Aquatic foods,Fishes,snapper
649,Spelt,489,Spelt,Cereals and cereal products,Cereals,spelt
650,Spirulina,490,Spirulina,Aquatic foods,Seaweed,spirulina
651,Squab,491,Squab,Animal foods,Poultry,squab
653,Greater sturgeon,494,Greater sturgeon,Aquatic foods,Fishes,#sturgeon-greater#
654,White sucker,495,White sucker,Aquatic foods,Fishes,sucker-white
655,Pumpkinseed sunfish,497,Pumpkinseed sunfish,Aquatic foods,Fishes,sunfish
656,Swordfish,498,Swordfish,Aquatic foods,Fishes,swordfish
657,Taro,499,Taro,Vegetables,Root vegetables,taro
658,Teff,500,Teff,Herbs and Spices,Herbs,teff
659,Tilefish,501,Tilefish,Aquatic foods,Fishes,tile=fish
660,Mexican groundcherry,502,Mexican groundcherry,Vegetables,Fruit vegetables,groundcherry-mexican
661,Towel gourd,503,Towel gourd,Gourds,Gourds,gourd-towel
663,Walleye,507,Walleye,Aquatic foods,Fishes,walleye
